id,slug,name,code,university,description,url,prerequisites,core_for_major,last_taught,instructor,learning_goals,criteria,topics
84,JxDz3u2z4j,Introduction to Human Computer Interaction Methods,CPSC 344,Universisty of British Columbia,"Basic tools and techniques, teaching a systematic approach to interface design, task analysis, analytic and empirical evaluation methods. [2-2-2]",https://www.students.cs.ubc.ca/~cs-344/current-term/,"One of CPSC 210, EECE 210, EECE 309, CPEN 221.",False,"10/06/2018, 00:00:00",Dongwook Yoon (yoon@cs.ubc.ca),"Upon completion of this course, students will be able to: 
List heuristics for basic good/bad interface design. 
Be able to identify and critique interface strengths and weaknesses in terms of this language. 
Contrast the central principles of user-centered versus technology-centered design, and in a given situation, identify and explain which approach to design may be appropriate to use.
Explain why one's personal design intuition merits skepticism. For a given design context, list specific HCI practices and tools that can help to inform and educate it. 
List and describe models we have of human users (mental models, cognitive resources, sensory processing), vs models that humans have of systems. 
List and categorize key user capabilities; and for a given design challenge, identify the most relevant ones. 
Observe, describe and analyze user activities and needs in terms of their tasks.
Construct solutions focused on accounting for human limitations; identify evaluation methods that will confirm success in this. 
Demonstrate the ability to first design a system at a conceptual level; i.e. the 'bones' versus 'skin' of the design. Demonstrate ability to secondly design the external views of a system (i.e. the 'skin') considering course principles including mental models, human cognition, visual design, etc. 
Describe the central HCI techniques, frameworks or processes, in the context of their purpose: e.g. in providing structure for understanding tasks, identifying interaction problems, design alternatives, and next-step process choices. 
Formulate and act upon an iterative, progressively narrowing design approach, in which you seek alternatives and avoid freezing your approach too early.
List methods for, and demonstrate parsimony and effectiveness in the deployment of evaluation and prototyping tools. Use in a targeted and minimalist way, to focus on the question at hand; avoid wasting effort, and elicitation of unhelpful or ambiguous user feedback.
Be able to critique and evaluate the quality of yours and others' designs appropriately at multiple stages, and articulate/defend your design decisions.
Demonstrate competency in three communication mediums singly and with your team: in written project reports, informal oral presentation, and in respectfully critiquing, articulating and defending the teams' ideas, challenges and questions to one another, peers and course staff, over the course of the term.
List and describe several methods you have used for team coordination, work management and conflict resolution in the context of multi-week projects; reflect on what worked best; appraise which best suits your own style.",Individual Assingments: 0.02;Group Assignments: 0.43;Pre-reading quizzes: 0.1;Midterm: 0.15;Final: 0.25;Peer evaluation: 0.05,"1: Course overview and logistics: What is HCI, How does the course work?;2: Design Principles: How do interfaces fail? Design Principles, Usability/UX goals, HCI process: Technology-centered vs. User-centered design, Justifying design decisions, HCI design process, Critiquing interfaces;3: Evaluation: Observation, Contextual inequity, Interviews, Evaluation planning, Co-discovery, evaluation protocols and planning mini project evaluation, co-dis work on evaluation protocols and planning mini project;4: Evaluation: Questionnaires, kinds of data, Qualitative data analysis, Evaluation plan, In-class Piloting;5: Task-Centered design, defining user needs, task analysis/informal modeling, task examples, Task-Centered Design: requirements, midterm review;6: Mental models: 7-stage model, gulfs of execution and evaluation, midterm, analysis;7: Conceptual models: consists of objects, attributes, relationships, metaphors, etc., relationship to conceptual design, how to make representations, midterm take-up, conceptual design of your project;8: Conceptual Models, Prototyping fidelity, what/where/why, examples low fidelity prototyping, purpose, type, examples, Design Reviews, Paper prototyping coaching and feedback;9: Medium and high fidelity methods, Prototyping tools, Strategic prototyping, Mental vs Conceptual Models, connecting the two, evaluation with cognitive walk-through"
85,7V2wYn5BYF,Advanced Methods for Human Computer Interaction,CPSC 444,Universisty of British Columbia,"Design and evaluation methodologies and theories; formal models of the user including visual, motor, and information processing; advanced evaluation methods including laboratory experiments and field studies; HCI research frontiers. [2-2-2]",https://www.students.cs.ubc.ca/~cs-444/,"All of CPSC 310, CPSC 344 and one of STAT 200, STAT 241.",False,"10/06/2019, 00:00:00",Joanna McGrenere (joanna@cs.ubc.ca),"Upon completion of this course, students will: have knowledge of models of the user and how they apply to the design of user interfaces. be familiar with the variety of techniques and methods for interface design, evaluation, and analysis. have experience designing and running a field study and performing qualitative data analysis. have experience designing and running a controlled experiment and performing quantitative data analysis. have experience working with video in an HCI context: (1) to capture user data, and (2) to create a project video. have experience with some sophisticated tools for interface prototyping and analysis and user observation. be familiar with research issues in HCI. Have enough background to apply these principles and practices in the industry, and to continue to further education and research in this area have experience reading research papers and identifying the contribution of those papers. have honed their team skills through the completion of an iterative design term project",Weekly prep Assignments: 0.1;Team project: 0.5;Teammate peer evaluation: 0.05;Final: 0.3;Attendance/participation: 0.05,"1: Introduction, Project time, MSI discussed;2: field studies, An ethnographic approach to design, The Human Computer Interaction Handbook, How do people organize their desks?, Project time (refining chosen topic, task examples, task analysis, design direction);3: field studies,  Interaction analysis: Foundations and practice, Using mobile phones in pub talk, Prep Assignment, project time;4: experiments, Experiments in support of design, Prep Assignment, project time;5: experiments, design reviews;6: experiments, prep assignment, project time, low-fi prototypes, experiment goals;7: reading week;8: experiments, Ephemeral adaptation: the use of gradual onset to improve menu selection performance, prep assignment, project time, design, prototyping;9: research and industry, design reviews;10: models - motor, Movement time prediction in human-computer interfaces, prep assignment, project time;11: models - visual perception, The human. Chapter 1.In Human-Computer Interaction, Perception in Visualization, Color Vision 5: Color Opponent Process, prep assignment, project time;12: models - memory, individual experiment report, design reviews;13: project presentations"
86,KUmFe524qu,User Interfaces,CS 349,University of waterloo,"An introduction to contemporary user interfaces, including the basics of human-computer interaction, the user interface design/evaluation process, the event abstraction, user interface components, specification of user interfaces, and the architectures within which user interfaces are developed. Implementation and evaluation of a typical user interface are considered.",https://www.student.cs.uwaterloo.ca/~cs349/s19/,"CS 241 and (one of MATH 115, 136, 146); Computer Science students only",False,"10/06/2019, 00:00:00",Jeff Avery (jeff.avery@cs.uwaterloo.ca),,Assignments: 0.4;Midterm: 0.2;Final: 0.4,"1: Introduction, GUI & WIMP interaction, GUI & WIMP interaction;2: Input, Output, GUI Programming and Java;3: GUI Programming and Java, Widgets and Widget Toolkits;4: Events, Event Dispatch, Event Binding;5: Drawing, Graphics and Shape Models, Hit Tests, Graphics Transformations;6: Graphics Transformations, Model-View-Controller, Model-View-Controller;7: Visual Design, Layout, Layout;8: User-Centered Design, User-Centered Design, Mobile Design;9: Android Programming: UI, Multiple Views;10: Touch-less Interfaces, Touch-less Interfaces, Undo/Redo;11: Undo/Redo, Responsiveness, Responsiveness;12: Accessibility, Performance Modeling, HCI research;13: Review"
87,vIWzFCbMEh,Human Computer Interaction,CS 449,University of waterloo,"An introduction to the fundamental theories, methods, and research in the design and evaluation of novel computational artifacts designed to meet real-world human needs.",https://www.student.cs.uwaterloo.ca/~cs449/s19/#home,"CS 240, 241; Level at least 3B; Computer Science students only.",False,"10/06/2019, 00:00:00","Anastasia Kuzminykh (akuzminy@cs.uwaterloo.ca), Ed Lank (lank@cs.uwaterloo.ca)","By the end of the course, you will be able to: Identify the primary luminaries relevant to Interactive Design and HCI. Identify major movements in HCI research, and their motivations, philosophies, and goals. identify your target users, design studies to understand your users and their needs within a sociocultural context. Create user data-driven designs and prototypes of different levels of fidelity. Design studies to evaluate design on different stages of development. Properly gather and analyze qualitative and quantitative data from user studies including data from in-situ observations, semi-structured interviews, field studies, in-house experiments, heuristic evaluation distinguish bad and good experimental design and high-quality design of your own product to your portfolio",In-class quizzes: 0.05;Assignments: 0.23;Project presentations: 0.17;Project final report: 0.25;Final exam: 0.3,"1: Intro, UI vs UX: What's the difference between user interface and user experience, how Airbnb designs for trust, What is Mobile First Design? Why it's important and How to make it? Value propositions, Users, Personas, the art of innovation, the origin of personas, participants, ethics, why you only need to test with 5 users, design thinking;2: Triangulation, Validity, Methods, Exploratory Methods, On observations, On interviews;3: Affinity Diagrams, Work Models;4: Understanding Needs, Dan Ariely: Are we in control of our own decisions?, Barry Schwartz: The paradox of choice, Memory Recognition and Recall in User Interfaces by Raluca Budiu, Predictably Irrational - basic human motivations: Dan Ariely at TEDxMidwest, 	Neuro Web Design: What makes them click? by Susan Weinschenk, 	User Psychology: Navigating Your User's Attention While Designing Experiences by Krysta Watts, Design Principles,  Norman, D. A. Affordance, conventions, and design.McGrenere, J., & Ho, W. Affordances: Clarifying and evolving a concept. In Graphics interface, 	Powers of 10: Time Scales in User Experience;5: Creating Ideas,  Design fixation by Jansson, D.G., & Smith, S.M, IA and Lo-Fi Prototypes, Lo-Fi Evaluation;6: Hi-Fi Prototyping,Visual Design, 7 Rules for Creating Gorgeous UI, UI Design, Cognitive Design and Evaluation, Turn User Goals into Task Scenarios for Usability Testing, Rochelle King: The complex relationship between data and design in UX;7: Project Presentation;8: Hi-fi Evaluation, Rochelle King: The complex relationship between data and design in UX , How to Conduct a Cognitive Walkthrough, Interactive Menu for Food and Beverage - UX Case Study;9: History,  Digital natives, digital immigrants part 1,  Man-computer interaction: A challenge for human factors research,  User-centered systems design: a brief history, Designing Interactions, As we may think, The click Heard Rounf The world;10: Areas of HCI, The computer for the 21st century, Computer Supported Cooperative Work, Ubiquitous Computing and the Emerging Digital Ecosystem;11: Persuasive Technology, Accessibility,  Jacob O. Wobbroc Disability & Innovation: The Universal Benefits of Accessible Design, by Haben Girma;12: Project Presentation;13: Project Presentation"
88,n1vpJJY0he,User Centred Design Methods,SYDE 348,University of waterloo,"This course approaches the design tasks, tools, products and systems from a user-centered design perspective. Emphasis is on the human factors and usability methods and techniques that can and should be applied throughout the iterative design process. While design issues pertaining to human-computer interaction are discussed, the methods presented can be applied to the design of almost any user interface. Major topics include: function and task analysis, usability analysis, prototyping and evaluation, user interaction styles, interface design, user designing to guidelines and standards.",http://learn.uwaterloo.ca,(Level at least 3B Systems Design Engineering) or Ergonomics Option or Biomechanics Option,False,"10/06/2013, 00:00:00",Prof. Stacey D. Scott,"The main goal of SYDE 348 is to familiarize students with a collection of human factors principles, tools, and techniques as they apply to user-centered design and the evaluation of human-machine systems. 
An iterative design process with being the integrating focus for user-centered design tools, techniques, users and design team throughout
SYDE 348.Explain and Justify the benefits and drawbacks of user-centered design as a method of engineering design
Describe effective design team behaviours and dynamics and Evaluate your contributions;
c. Select and Use appropriate tools and techniques for communicating design concepts and for evaluating
system usability
Explain the relevance and process for conducting ethical research with human subjects;
Analyze feedback from appropriate systems stakeholders and Integrate into relevant design modifications;
Understand basic user-centered design concepts through self-teaching from the textbook and other resources.",Quizes: 0.1;Project Questionnaire: 0.01;Midterm: 0.3;Logbook: 0.09;Project (Individual): 0.12;Project (team): 0.38,"1: Introduction;2: Observations, Interviews, Questionnaires;3: Design requirements and job stories,  Brainstorming and ideation, Low-fidelity prototyping and evaluation;4: High-fidelity prototyping and evaluation, User testing, Communicating, reporting and presenting;5: Formative study design, instruments, and protocols;6: Data collection and analysis planning;7: Analysis results, design requirements, and job stories;8: High level design concepts and design walk-through;9: Expert evaluation of low fidelity prototype (in class);10: READING WEEK: no classes;11: High fidelity prototype, summative study design, instruments, and protocols;12: Study results, expected revisions to the design;13: Project presentations (Tutorial competition);14: Competition finals"
89,qk1igSm698,Collaborative Systems Design,SYDE 643,University of waterloo,"Interaction of humans with technological systems often takes place within the broader context of a
collaborative setting. Therefore, there is an increasing trend for the design of these systems to incorporate and support group interactions. This course will emphasize the study of collaboration from an
interdisciplinary perspective and the derivation of system design criteria. Topics will include group
theories, collaboration requirements (including communication, coordination, team awareness),
quantitative and qualitative research methods (including laboratory studies, surveys, ethnographic
research methods), data analysis, and collaboration technologies.",,(Level at least 3B Systems Design Engineering) or Ergonomics Option or Biomechanics Option,False,"10/06/2014, 00:00:00",Prof. Stacey D. Scott,"The objectives of this course are to provide students with a solid grounding in the broad, interdisciplinary field of studying and designing systems to support collaboration.
 The main objectives of this course are to provide students with the background knowledge and appropriate methodologies to study a collaborative environment, identify opportunities for technology to enhance existing collaboration, derive design criteria, and evaluate a new collaboration technology. This course aims to provide students with basic knowledge of the following: theoretical approaches from the social and organizational sciences for understanding small and large group interactions quantitative and qualitative methods for studying group work and collaboration technologies, analysis techniques for understanding data derived from both quantitative and qualitative studies, techniques for deriving technological requirements/design criteria, methods for evaluating new collaborative technologies, and an overview of existing collaborative technologies.",Project: 0.4;assignments: 0.1;reading critiques: 0.15;class participation: 0.15;presentation: 0.2,"1: Introduction to Collaborative Systems Design, Group Interaction Theory: Theories in Verbal Communication;2: Group Interaction Theory: Theories in Non-Verbal Communication, Student Led Discussion: Computer-Mediated Communication;3: Informal Group Interactions: Social & Crowd Computing, Student Led Discussion: Social Computing in the Workplace;4: Awareness in Collaboration, Student Led Discussion: Promoting Awareness in Remote Collaboration;5: Methods: Intro & Experimental Approaches, Student Led Discussion: Formal User Studies;6: Methods: Qualitative Approaches, Student Led Discussion: Observational Studies;7: reading week, no class;8: Methods: Analytic Approaches, Student Led Discussion: Modeling Collaborative Behavior;9: Designing for Co-located Collaboration, Student Led Discussion: Interactive Wall and Tabletop Systems;10: Designing for Distributed Collaboration, Student Led Discussion: Video Conferencing Systems;11: Computer Supported Socialization and Play: Social Media, Student Led Discussion: Privacy and Identity in Social Medial;12: Computer Supported Socialization and Play: Social Gaming, Student Led Discussion: Collaboration in Online Games;13: term project presentations"
90,Z1hGYhdkcf,Interfaces personne-machine,IFT 2905,University of Montreal,"Concept et langages des interfaces. Programmation par événements. Modèle de l'usager. Design et programmation d'interfaces graphiques. Impact sur les multimédia, la collaboration et la communication.",,IFT1025; Equivalents: IFT2905 / IFT3904,False,"10/06/2019, 00:00:00",Bernhard Thomaszewski,,,
91,wPhYfcmfEY,Human-Computer Interaction,ECSE 424/542,McGill University,"The course highlights the design, development, and evaluation of human-computer interfaces, with an emphasis on usability, interaction paradigms, computer-mediated human activities, and implications to society. These issues are studied from a number of perspectives including that of the engineer and end-user. A team-based project applies your knowledge and skills to the full life cycle of an interactive human-computer interface.",http://www.cim.mcgill.ca/~jer/courses/hci/,ECSE 322 or (ECSE 324 and COMP250) or (COMP 251 and COMP 273),False,"10/06/2019, 00:00:00",Jeremy R. Cooperstock,"You will gain an overview of Human-Computer Interaction (HCI), with an understanding of user interface design in general, and alternatives to traditional ""keyboard and mouse"" computing become familiar with the vocabulary associated with sensory and cognitive systems as relevant to task performance by humans; be able to apply models from cognitive psychology to predicting user performance in various human-computer interaction tasks and recognize the limits of human performance as they apply to computer operation; appreciate the importance of a design and evaluation methodology that begins with and maintains a focus on the user; be familiar with a variety of both conventional and non-traditional user interface paradigms, the latter including virtual and augmented reality, mobile and wearable computing, and ubiquitous computing; and understand the social implications of technology and your ethical responsibilities as engineers in the design of technological systems. Finally, working in small groups on product design from start to finish will provide you with invaluable team-work experience.",individual learning: 0.25;group learning: 0.05;project pitch: 0.04;deliverables (6): 0.48;presentation: 0.06;quantitative peer assessment: 0.08;qualitative peer feedback: 0.04,"1: Intro to HCI, Digital addiction;2: User-Centered Design, Applying the principles: Cognitive Engineering at Hydro Quebec, Design Critique;3: Personas: User Modeling and Use Case Scenarios, Sketching, Observation;4: Low-Fidelity Prototyping, 	Usability Testing, Paper prototyping;5: Assistive Technologies: How design decisions define and redefine what it means to be disabled, Usability Evaluation, Heuristic Evaluation;6: Models and Theories: GOMS, MHP, and Fitts' Law, Perception and Visualization;7: Multi-modality, Design and evaluation challenges;8: Haptics, Wearable and Mobile Interaction;9: ubiquitous computing, Tangible and Gestural interfaces;10: Locomotion Interfaces, Risks: Social Implications and Designing for Error;11: Mixed Reality, Affective Computing and Biofeedback;12: Telepresence and Media Spaces, Social Computing;13: Branding and User Experience, Project Presentations;14: Project Presentations"
92,BeuvJwhui5,Introduction to Human Computer Interaction,CMPUT 302,University of Alberta,"A complementary course to introductory software engineering focused on a user-centered approach to software design. The main themes are how humans interact with physical and information environments, and how to design software with human’s information needs and their cognitive capacities in mind. Topics include the user-centered design cycle and evaluation methods for discovering usability problems in interface design.",https://www.ualberta.ca/computing-science/undergraduate-studies/course-directory/courses/introduction-to-human-computer-interaction,CMPUT 301,False,"10/06/2019, 00:00:00",Carrie Demmans Epp,Students will understand how human-perception relates to user interface design through their application of design principles and analysis of user interfaces. Students will be able to design system features that support user comprehension of complex information or tasks. Students will be able to decompose interactions into their constituent physical and cognitive elements to improve existing systems or features. Students will learn to select appropriate prototyping methods for their projects. Students will learn how to select usability evaluation methods based on the evaluation’s goal and the population who is meant to use the system.,Labs: 0.0;Projects: 0.0;Team Project: 0.0;Presentations: 0.0;Midterm(s): 0.0;Final Exam: 0.0,"1: Introductions and Overview, Project Management and Team Work, History;2: Design;3: Statistics;4: Evaluation, Ethics;5: Vision, Visual Interaction;6: Auditory Perception;7: Psycho-physics, Haptic Perception;8: Haptic Interaction, Touch Interfaces;9: Motion Tracking, Gesture Recognition, 3D Interaction;10: Tangible Interfaces, Ubiquitous Computing, Affective Computing;11: Virtual Reality, Augmented Reality;12: HCI Standards, Brain-Computer Interfaces, Future of HCI"
93,EAVd1CbfWC,Human-Computer Interaction,CS4HC3,McMaster University,"Design of user interfaces. Principles of good interface design. Human input. Displaying complex data using graphics and virtual reality. Modes and mode awareness problem. Health issues, information overload. Special purpose graphics hardware. Interface design tools; on-line help systems.",http://www.cas.mcmaster.ca/~se4d03/index.html,COMPSCI 3MH3 or 3SH3,False,"10/06/2010, 00:00:00","Dr.Skip Poehlman, P.Eng.","be familiar with human psychological characteristics of relevance to the human-computer interface (e.g. characteristics and limits of sensory perception, sources of frustration and distraction) be aware of the psychological and other differences between various  categories of users, examine some concepts in cognitive engineering know how to obtain the relevant information about the users  of the system to be designed, be able to critically evaluate human-computer interfaces, know how to design human computer interfaces for effective and easy operation in practice, taking into due account the above considerations as well as the technical possibilities and limitations of HCI hardware and software, be familiar with the typical building blocks and elements of human-computer interfaces (both from a hardware aspect  (devices: joystick, VDU, etc.) and software aspect (visual programming, WIMP, etc.)), learn about some of the tools (e.g. modeling languages) currently available to support designing human-computer interfaces, and, understand how issues of reliability, maintainability, testing, debugging, etc. influence the design of practical human-computer interfaces.""",assignments: 35.0;midterm: 25.0;final: 40.0,"1: Designing human-computer interfaces, Overview, HCI design principles, Problem solving guidelines and techniques (MS VB.net), Selected examples and small case studies (both good and bad);2: Human Factors: Human body physical characteristics, Ergonomical considerations, psychological aspects including data overload;3: Hardware for user interfaces (input and output), standard VDUs,keyboards,pointing devices,sticks,levers,switches,knobs, printers,special purpose visual displays,etc.;4: "" Methods for presenting data, Text; Tables; Virtual reality (VRML), Graphical methods for presenting complex data (quantitative and qualitative), Emergency out-of-list reordering (Computer self configurations)"";5: Structural aspects of complex human-computer interfaces, User navigation and flow, Consistency, Immediate (on-line) vs. delayed interaction, System active, user passive vs. user active, system passive interaction, States and modes of the system, State and mode diagrams, User awareness of the mode, Cognitive Engineering, User mental models, Problem solving considerations, Technology insertion issues, Error detection, Support for user correction of errors, undo functions, Embedded (help) documentation (context sensitivity);6: Software engineering aspects, Specifying and documenting human-computer interfaces, Program structure, Modularization, Testability, Maintainability, Modifiability, Extensibility by non-computer specialists, Tools for supporting designing and programming human-computer interfaces;7: Practical Factors and Consideration Software Engineering: legacy issues, end-user computing, human performance technology (HPT) Visual Programming: event driven, object orientated, rapid prototyping Program/Data Visualization: algorithm discovery, virtual spaces, The Internet Impact: client/server paradigm, world wide web (C/S,SOA), Server side programming (briefly, ASP), Client side programming (JavaScript/VBscript), Virtual Systems: VRML/X3D (3-D interfaces)"
94,o7XGZVnMmi,"Human-Computer Interaction Models, Theories and Frameworks",CSI 5167,Ottawa University,"A basis for graduate study in HCI with an emphasis on the application of theory to user interface design. Review of main theories of human behavior relevant to HCI, including especially Cognitive Dimensions of Notations Framework, Mental Models, Distributed Cognition, and Activity Theory, and their application to design and development of interactive systems. This course is equivalent to COMP 5210 at Carleton University.",,,False,"10/06/2000, 00:00:00",nan,,,
95,vB6QjidS3P,A Human Computer Interaction & Design,IMD 3004,Carleton University,"Introduction to concepts centered on Human-Computer Interaction from hardware and software
 perspectives. Topics include design principles, usability principles, and engineering, solving user-centered
problems, device interaction, and graphical user interface design (2D and 3D interfaces).",,,False,"10/06/2013, 00:00:00",Audrey Girouard,"Describe a typical process used to understand people and contexts, enumerate tasks and requirements, and to evaluate the success of implemented interfaces. Critique interactive interface design using well-founded theoretical explanations. Recognize the impact of human-computer interaction in everyday life situations. Implement universal design techniques and apply standards for universal accessibility. Apply principles of good interface design in the creation of small scale systems. Work in small teams on a multi-step project. Write and speak clearly about issues and challenges in hardware and software interface design, specific challenges uncovered during their term project. Apply general mathematical models in the assessment of interaction technique efficiency and effectiveness.",Assignments:: 0.5;Midterm:: 0.2;Final:: 0.25;Participation:: 0.05;Project: 0.45,"1: Introduction to HCI;2: Design Concepts, History of HCI;3: Usability, Design Process;4: Task Analysis;5: Mental Models & Prototyping;6: Evaluation 1;7: Interface Types;8: Midterm;9: Evaluation 2;10: Evaluation 3 & Visual Design;11: Visualization;12: Next Generation of user interfaces & review;13: Presentations"
96,TA3y03XgY4,Human-Computer Interaction,COMP 3008,Carleton University,"Fundamentals of the underlying theories, design principles, development and evaluation practices of human-computer interaction (HCI). Topics may include: theories of interaction, user interface frameworks, desktop, web, mobile, and immersive applications, usability inspection and testing methods, and qualitative and quantitative approaches to HCI research.",,"one of COMP 2404, SYSC 3010, SYSC 3110 and COMP 2406.",False,"10/06/2019, 00:00:00",nan,,,
97,SB97YbAxx0,User Interface Design,SOEN 357,Concordia University,The human side: I/O; memory; and information processing. Interaction: mental models; human error; interaction frameworks and paradigms. Direct manipulation. User interface design: principles; standards; and guidelines. User-centered design: standards and design rationale; heuristic evaluation; iterative design; and prototyping. Task-centered design. Rationalized design: usability engineering; dialogue notations; user models; diagrammatic notations; and textual notations. Evaluation: with the user; without the user; quantitative; and qualitative. Implementation support. Help and documentation. Lectures: three hours per week. Tutorial: one hour per week.,,SOEN 341,False,"10/06/2000, 00:00:00",nan,,,
98,z7hMW8oOGN,Human-Computer Interaction,CISC 325,Queen's University,Developing usable software requires that human factors be considered throughout the design and development process. This course introduces a series of techniques for developing and evaluating usable software and shows how these techniques can be integrated into a process for software development.,,"CISC-124/3.0, CISC-235/3.0",False,"10/06/2007, 00:00:00",Nick Graham,"This introductory course on Human-Computer Interaction provides students an opportunity to explore the techniques necessary to design, build and evaluate effective user interfaces. Students examine the physical, psychological, and behavioral characteristics of the user, and then examine their impact on system performance. The course also presents a formal design process that places the user's needs at the forefront. Processes for brainstorming, early design, interface construction, and interface evaluation are presented.",,"1: Task Analysis, Memory and Human error, Visual Perception, Introduction to task analysis, Hierarchical task analysis, Ethnographically methods;2: Usability and Design Process, Interaction Paradigms, Usability Principles, User-Centered Design Process;3: User Models,  From Task to Tool,  User Conceptual Models in Design;4: Early Design, User Action Notation,  Design Techniques, Visual Design Models;5: Designing for Input, Fitts's Law,  Evaluating Input Devices;6: Early Evaluation, Evaluating Design Models,  Evaluating Prototypes;7: Rapid Prototyping, Passive Visual Prototyping, Functional Prototyping;8: Visual Design, Characteristics of good representations, Tufte's guidelines, Visual variables,  Systems;9: Empirical Evaluation, Designing your experiment, Evaluating your results, Subjective measurements"
99,7DiAboIv5N,Human-Computer Interaction I,CPSC 481,University of Calgary,"Fundamental theory and practice of the design, implementation, and evaluation of human-computer interfaces. principles of design; methods for evaluating interfaces with or without user involvement; techniques for prototyping and implementing graphical user interfaces.
This course may not be repeated for credit.",https://silvadasilva.github.io/CPSC481-2019W/en/#!index.md,"One of Software Engineering 300, 301 or Data Science 311.",False,"10/06/2014, 00:00:00",Tiago Da Silva (tiago.dasilva@ucalgary.ca),"Course Outcomes: Explain and reason with core concepts from human-computer interaction, design, psychology and cognitive science– such as affordances, signifiers, and “Recognition vs. Recall” – and describe existing interfaces based on these principles. Understand and apply specific user-centered design methods (for user research, ideation, prototyping, and evaluation) to design problems and situations (e.g. task and goal-centered system design, IDEO Method Cards). Generate design ideas grounded in user research, and rationalize the connection from a design concept back to observations of people’s real-world behavior. Prototype user interfaces using low-level (e.g., paper prototyping, pictures, storyboarding), mid-level (e.g., wireframing) and high-fidelity techniques (e.g., C#).Constructively evaluate and critique interfaces (e.g., via usability walkthroughs and design heuristics), identifying effective design elements, design weaknesses that require revision, and opportunities for improvement. Demonstrate design communication skills to present user research and design concepts to elicit criticism and feedback — including hand sketching, prototyping, personas, scenarios, as well as verbal, written, and video presentations.",Assignments: 0.12;Participation: 0.08;Project: 0.35;Midterm: 0.15;Final Exam: 0.3,"1: Introduction, Good interfaces, user centered design;2: Heuristic evaluation, user centered design;3: Investigation, IDEO methods: look, ask, learn, try;4: Ideation, task-centered system design, task-centered system design: walk through;5: Sketching, sketching user experiences: the workbook, prototyping;6: Review, midterm;7: Design of everyday things, Design of everyday things, Design of everyday things, Design of everyday things;8: Information representation, introduction to usability evaluation;9: Visual design, usability evaluation, inspection evaluation;10: Invited talks;11: Usability testing, Usability testing;12: Principles, guidelines, patterns, patterns presentations;13: Information visualization"
100,tpqPP5LIHP,Human-Computer Interaction II,CPSC 581,University of Calgary,"Intermediate and advanced topics and applications in human-computer interaction, to further one's skills for designing highly interactive human-computer interfaces.",https://pages.cpsc.ucalgary.ca/~sonny.chan/cpsc581/,CPSC 481 and consent of the Department.,False,"10/06/2015, 00:00:00",Sonny Chan and David Ledo,"This second undergraduate course in Human-Computer Interaction concentrates on having students acquire skills in creative aspects of Interaction Design. It is an unusual course for computer science as it somewhat follows the structure of a design studio: students mostly learn by doing rather than by listening to lectures. Course outcomes: By the end of the course, students should be able to summarize the key stages of the design process. by the end of the course, students should be able to explain the purpose and importance of sketching in the design process. By the end of the course, students should be able to explore, refine, and communicate design ideas through the use of sketching. By the end of the course, students should be able to apply design thinking to sketch and prototype solutions to a variety of real-world problems. By the end of the course, students should be able to debate the merits and limitations of alternative existing designs that address a given problem By the end of the course, students should be able to demonstrate the ability to strengthen a peer’s design ideas through design critique. By the end of the course, students should be able to prepare an online portfolio that records and presents their work in an appealing manner.",Project: 0.6;Participation and Exercises: 0.15;Sketchbook: 0.15;Final Portfolio: 0.1,"1: Introduction, Motivating sketching practice, the sketchbook, Design boot camp;2: Descending the design funnel, web portfolios, WPF application programming;3: The review, design critique, Design exercise;4: sketching workshop, Radical participation briefing, design critique: touch technique, camera sampling, windows phone programming;5: Camera sampling exercise, design critique: sensor technique, Guest lecture, window phone sensors;6: Design critique: touch & sensor refinements, Input technologies and techniques;7: Design critique: breadth exploration, Physical Sketching, widgets programming;8: Design critique: physical sketches, Templates, photo tracing, design critique: depth exploration, storyboards, network programming;9: Personas, ubiquitous computing and proxemics, prototype critique;10: Principles of graphic design, design critique, Microsoft Kinect programming;11: persona Presentations, design critique;12: Typefaces, typography;13: Review"
101,8HKIYAUjsn,Human Computer Interaction,SENG 310,University of Victoria,"Understanding human behavior as it applies to user interfaces: work activity analysis, observational techniques, questionnaire administration, and unobtrusive measures. Operating parameters of the human cognitive system, task analysis, and cognitive modeling techniques and their application to designing interfaces. Interaction design principles and prototyping techniques. Evaluation techniques including cognitive walkthroughs, usability studies and verbal protocol analysis are used to evaluate interface design. Case studies of specific user interfaces.",https://heat.csc.uvic.ca/coview/course/2019051/SENG310,"One of SENG 221, SENG 265, CENG 241, ECE 241.",False,"10/06/2019, 00:00:00",Charles Perin,"Establish target users, functional requirements, and interface requirements for a given computerized application Describe and explain user interface design principles, and apply them to designing an interface Develop preliminary interface designs using rapid prototyping methods Evaluate user interface quality Develop user studies and analyze study data to gain information about users, tasks, and interface designs Choose appropriate HCI methods for specified goals and justify the choices madeUnderstand emerging topics in HCI research",project: 0.4;Assignments: 0.2;In class/lab activities: 0.1;Midterm Exams: 0.3,1: Design Guidelines;2: Industrial Design;3: Graphic Design;4: User-centered Design;5: Establishing Requirements;6: Prototyping;7: Evaluation Techniques;8: Interaction Devices and Styles
