id,slug,name,code,university,description,url,prerequisites,core_for_major,last_taught,instructor,learning_goals,criteria,topics
48,7V2wYn5BYF,Advanced Methods for Human Computer Interaction,CPSC 444,Universisty of British Columbia,"Design and evaluation methodologies and theories; formal models of the user including visual, motor, and information processing; advanced evaluation methods including laboratory experiments and field studies; HCI research frontiers. [2-2-2]",https://www.students.cs.ubc.ca/~cs-444/,"All of CPSC 310, CPSC 344 and one of STAT 200, STAT 241.",False,"10/06/2019, 00:00:00",Joanna McGrenere (joanna@cs.ubc.ca),"Upon completion of this course, students will:have knowledge of models of the user and how they apply to the design of user interfacesbe familiar with the variety of techniques and methods for interface design, evaluation, and analysishave experience designing and running a field study and performing qualitative data analysishave experience designing and running a controlled experiment and performing quantitative data analysishave experience working with video in an HCI context: (1) to capture user data, and (2) to create a project videohave experience with some sophisticated tools for interface prototyping and analysis and user observationbe familiar with research issues in HCIhave enough background to apply these principles and practices in industry, and to continue to further education and research in this area have experience reading research papers and identifying the contribution of those papershave honed their team skills through the completion of an iterative design term project",Weekly prep Assignments: 0.1;Team project: 0.5;Teammate peer evaluation: 0.05;Final: 0.3;Attendance/participation: 0.05,"1: Introduction, Project time, MSI discussed;2: field studies, An ethnographic approach to design, The Human Computer Interaction Handbook, How do people organize their desks?, Project time (refining chosen topic, task examples, task analysis, design direction);3: field studies,  Interaction analysis: Foundations and practice, Using mobile phones in pub talk, Prep Assignment, project time;4: experiments, Experiments in support of design, Prep Assignment, project time;5: experiments, design reviews;6: experiments, prep assignment, project time, low-fi prototypes, experiment goals;7: reading week;8: experiments, Ephemeral adaptation: the use of gradual onset to improve menu selection performance, prep assignment, project time, design, prototyping;9: research and industry, design reviews;10: models - motor, Movement time prediction in human-computer interfaces, prep assignment, project time;11: models - visual perception, The human. Chapter 1.In Human-Computer Interaction, Perception in Visualization, Color Vision 5: Color Opponent Process, prep assignment, project time;12: models - memory, individual experiment report, design reviews;13: project presentations"
49,KUmFe524qu,User Interfaces,CS 349,University of waterloo,"An introduction to contemporary user interfaces, including the basics of human-computer interaction, the user interface design/evaluation process, the event abstraction, user interface components, specification of user interfaces, and the architectures within which user interfaces are developed. Implementation and evaluation of a typical user interface is considered.",https://www.student.cs.uwaterloo.ca/~cs349/s19/,"CS 241 and (one of MATH 115, 136, 146); Computer Science students only",False,"10/06/2019, 00:00:00",Jeff Avery (jeff.avery@cs.uwaterloo.ca),,Assignments: 0.4;Midterm: 0.2;Final: 0.4,"1: Introdction, GUI & WIMP interaction, GUI & WIMP interaction;2: Input, Output, GUI Programming and Java;3: GUI Programming and Java, Widgets and Widget Toolkits;4: Events, Event Dispatch, Event Binding;5: Drawing, Graphics and Shape Models, Hit Tests, Graphics Transformations;6: Graphics Transformations, Model-View-Controller, Model-View-Controller;7: Visual Design, Layout, Layout;8: User-Centered Design, User-Centered Design, Mobile Design;9: Android Progrmming: UI, Multiple Views;10: Touchless Interfaces, Touchless Interfaces, Undo/Redo;11: Undo/Redo, Responsiveness, Responsiveness;12: Accessibility, Performance Modeling, HCI research;13: Review"
50,vIWzFCbMEh,Human Computer Interaction,CS 449,University of waterloo,"An introduction to the fundamental theories, methods, and research in the design and evaluation of novel computational artifacts designed to meet real-world human needs.",https://www.student.cs.uwaterloo.ca/~cs449/s19/#home,"CS 240, 241; Level at least 3B; Computer Science students only.",False,"10/06/2019, 00:00:00","Anastasia Kuzminykh (akuzminy@cs.uwaterloo.ca), Ed Lank (lank@cs.uwaterloo.ca)","By the end of course, you will be able to:Identify the primary luminaries relevant to Interactive Design and HCIIdentify major movements in HCI research, and their motivations, philosophies, and goalsIdentify your target users, design studies to understand your users and their needs within a sociocultural contextCreate user data driven designs and prototypes of different levels of fidelityDesign studies to evaluate design on different stages of developmentProperly gather and analyze qualitative and quantitative data from user studies including data from: in-situ observations, semi-structured interviews, field studies, in-house experiments, heuristic evaluationsDistinguish bad and good experimental designAdd a high quality design of your own product to your portfolio",In-class quizzes: 0.05;Assignments: 0.23;Project presentations: 0.17;Project final report: 0.25;Final exam: 0.3,"1: Intro, UI vs UX: What's the difference between user interface and user experience, how Airbnb designs for trust, What is Mobile First Design? Why it's important and Hw to make it? Value propositions, Users, Personnas, the art of innovation, the origin of personas, participants, ethis, why you only need to tst with 5 users, design thinking;2: Triangulation, Validity, Methods, Exploratory Methods, On observations, On interviews;3: Affinity Diagrams, Work Models;4: Understanding Needs, Dan Ariely: Are we in control of our own decisions?, Barry Schwartz: The paradox of choice, Memory Recognition and Recall in User Interfaces by Raluca Budiu, Predictably Irrational - basic human motivations: Dan Ariely at TEDxMidwest, 	Neuro Web Design: What makes them click? by Susan Weinschenk, 	User Psychology: Navigating Your User's Attention While Designing Experiences by Krysta Watts, Design Principles,  Norman, D. A. Affordance, conventions, and design.McGrenere, J., & Ho, W. Affordances: Clarifying and evolving a concept. In Graphics interface, 	Powers of 10: Time Scales in User Experience;5: Creating Ideas,  Design fixation by Jansson, D.G., & Smith, S.M, IA and Lo-Fi Prototypes, Lo-Fi Evaluation;6: Hi-Fi Prototyping,Visual Design, 7 Rules for Creating Gorgeous UI, UI Design, Cognitive Design and Evaluation, Turn User Goals into Task Scenarios for Usability Testing, Rochelle King: The complex relationship between data and design in UX;7: Project Presentation;8: Hi-fi Evaluation, Rochelle King: The complex relationship between data and design in UX , How to Conduct a Cognitive Walkthrough, Interactive Menu for Food and Beverage - UX Case Study;9: History,  Digital natives, digital immigrants part 1,  Man-computer interaction: A challenge for human factors research,  User-centered systems design: a brief history, Designing Interactions, As we may think, The clinck Heard Rounf The world;10: Areas of HCI, The computer for the 21st century, Computer Supported Cooperative Work, Ubiquitous Computing and the Emerging Digital Ecosystem;11: Persuasive Technology, Accessibility,  Jacob O. Wobbroc Disability & Innovation: The Universal Benefits of Accessible Design, by Haben Girma;12: Project Presentation;13: Project Presentation"
51,n1vpJJY0he,User Centred Design Methods,SYDE 348,University of waterloo,"This course approaches the design tasks, tools, products and systems from a user-centered design perspective. Emphasis is on the human factors and usability methods and techniques that can and should be applied throughout the iterative design process. While design issues pertaining to human-computer interaction are discussed, the methods presented can be applied to the design of almost any user interface. Major topics include: function and task analysis, usability analysis, prototyping and evaluation, user interaction styles, interface design, user designing to guidelines and standards.",http://learn.uwaterloo.ca,(Level at least 3B Systems Design Engineering) or Ergonomics Option or Biomechanics Option,False,"10/06/2013, 00:00:00",Prof. Stacey D. Scott,"The main goal of SYDE 348 is to familiarize students with a collection of human factors principles, tools, and
techniques as they apply to user-centred design and the evaluation of human-machine systems. An iterative design
process with be the integrating focus for user-centred design tools, techniques, users and design team throughout
SYDE 348.Explain and Justify the benefits and drawbacks of user-centred design as a method of engineering designDescribe effective design team behaviours and dynamics and Evaluate your contributions;
c. Select and Use appropriate tools and techniques for communicating design concepts and for evaluating
system usability
Explain the relevance and process for conducting ethical research with human subjects;
Analyze feedback from appropriate systems stakeholders and Integrate into relevant design modifications;
Understand basic user-centred design concepts through self-teaching from the textbook and other resources.",Quizes: 0.1;Project Questionnaire: 0.01;Midterm: 0.3;Logbook: 0.09;Project (Individual): 0.12;Project (team): 0.38,"1: Introduction;2: Observations, Interviews, Questionnaries;3: Design requirements and job stories,  Brainstorming and ideation, Low-fidelity prototyping and evaluation;4: High-fidelity prototyping and evaluation, User testing, Communicating, reporting and presenting;5: Formative study design, instruments, and protocols;6: Data collection and analysis planning;7: Analysis results, design requirements, and job stories;8: High level design concepts and design walkthrough;9: Expert evaluation of low fidelity prototype (in class);10: READING WEEK: no classes;11: High fidelity prototype, summative study design, instruments, and protocols;12: Study results, expected revisions to the design;13: Project presentations (Tutorial competition);14: Competition finals"
52,qk1igSm698,Collaborative Systems Design,SYDE 643,University of waterloo,"Interaction of humans with technological systems often takes place within the broader context of a
collaborative setting. Therefore, there is an increasing trend for the design of these systems to incorporate
and support group interactions. This course will emphasize the study of collaboration from an
interdisciplinary perspective and the derivation of system design criteria. Topics will include group
theories, collaboration requirements (including communication, coordination, team awareness),
quantitative and qualitative research methods (including laboratory studies, surveys, ethnographic
research methods), data analysis, and collaboration technologies.",,(Level at least 3B Systems Design Engineering) or Ergonomics Option or Biomechanics Option,False,"10/06/2014, 00:00:00",Prof. Stacey D. Scott,"The objectives of this course are to provide students with a solid grounding in the broad, interdisciplinary
field of studying and designing systems to support collaboration. The main objectives of this course are
to provide students with the background knowledge and appropriate methodologies to study a
collaborative environment, identify opportunities for technology to enhance existing collaboration, derive
design criteria, and evaluate a new collaboration technology. This course aims to provide students with
basic knowledge of the following:theoretical approaches from the social and organizational sciences for understanding small and
large group interactionsquantitative and qualitative methods for studying group work and collaboration technologies,analysis techniques for understanding data derived from both quantitative and qualitative studies,techniques for deriving technological requirements / design criteria,methods for evaluating new collaborative technologies, andan overview of existing collaborative technologies.",Project: 0.4;assignments: 0.1;reading critiques: 0.15;class participation: 0.15;presentation: 0.2,"1: Introduction to Collaborative Systems Design, Group Interaction Theory: Theories in Verbal Communication;2: Group Interaction Theory: Theories in Non-Verbal Communication, Student Led Discussion: Computer-Mediated Communication;3: Informal Group Interactions: Social & Crowd Computing, Student Led Discussion: Social Computing in the Workplace;4: Awareness in Collaboration, Student Led Discussion: Promoting Awareness in Remote Collaboration;5: Methods: Intro & Experimental Approaches, Student Led Discussion: Formal User Studies;6: Methods: Qualitative Approaches, Student Led Discussion: Observational Studies;7: READING WEEK, NO CLASSES;8: Methods: Analytic Approaches, Student Led Discussion: Modeling Collaborative Behaviour;9: Designing for Co-located Collaboration, Student Led Discussion: Interactive Wall and Tabletop Systems;10: Designing for Distributed Collaboration, Student Led Discussion: Video Conferencing Systems;11: Computer Supported Socialization and Play: Social Media, Student Led Discussion: Privacy and Identity in Social Medial;12: Computer Supported Socialization and Play: Social Gaming, Student Led Discussion: Collaboration in Online Games;13: TERM PROJECT PRESENTATIONS"
53,Z1hGYhdkcf,Interfaces personne-machine,IFT 2905,University of Montreal,"Concept et langages des interfaces. Programmation par événements. Modèle de l'usager. Design et programmation d'interfaces graphiques. Impact sur les multimédia, la collaboration et la communication.",,IFT1025; Equivalents: IFT2905 / IFT3904,False,"10/06/2019, 00:00:00",Bernhard Thomaszewski,,,
54,wPhYfcmfEY,Human-Computer Interaction,ECSE 424/542,McGill University,"The course highlights the design, development, and evaluation of human-computer interfaces, with an emphasis on usability, interaction paradigms, computer-mediated human activities, and implications to society. These issues are studied from a number of perspectives including that of the engineer and end-user. A team-based project applies your knowledge and skills to the full life cycle of an interactive human-computer interface.",http://www.cim.mcgill.ca/~jer/courses/hci/,ECSE 322 or (ECSE 324 and COMP250) or (COMP 251 and COMP 273),False,"10/06/2019, 00:00:00",Jeremy R. Cooperstock,"You will gain an overview of Human-Computer Interaction (HCI), with an understanding of user interface design in general, and alternatives to traditional ""keyboard and mouse"" computingbecome familiar with the vocabulary associated with sensory and cognitive systems as relevant to task performance by humans; be able to apply models from cognitive psychology to predicting user performance in various human-computer interaction tasks and recognize the limits of human performance as they apply to computer operation; appreciate the importance of a design and evaluation methodology that begins with and maintains a focus on the user; be familiar with a variety of both conventional and non-traditional user interface paradigms, the latter including virtual and augmented reality, mobile and wearable computing, and ubiquitous computing; and understand the social implications of technology and your ethical responsibilities as engineers in the design of technological systems. Finally, working in small groups on a product design from start to finish will provide you with invaluable team-work experience.",individual learning: 0.25;group learning: 0.05;project pitch: 0.04;deliverables (6): 0.48;presentation: 0.06;quantitative peer assessment: 0.08;qualitative peer feedback: 0.04,"1: Intro to HCI, Digital addiction;2: User-Centered Design, Applying the principles: Cognitive Engineering at Hydro Quebec, Design Critique;3: Personas: User Modeling and Use Case Scenarios, Sketching, Observation;4: Low-Fidelity Prototyping, 	Usability Testing, Paper prototyping;5: Assistive Technologies: How design decisions define and redefine what it means to be disabled, Usability Evaluation, Heuristic Evaluation;6: Models and Theories: GOMS, MHP, and Fitts' Law, Perception and Visualization;7: Multimodality, Design and evaluation challenges;8: Haptics, Wearable and Mobile Interaction;9: UbiComp, Tangible and Gestural interfaces;10: Locomotion Interfaces, Risks: Social Implications and Designing for Error;11: Mixed Reality, Affective Computing and Biofeedback;12: Telepresence and Media Spaces, Social Computing;13: Branding and User Experience, Project Presentations;14: Project Presentations"
55,BeuvJwhui5,Introduction to Human Computer Interaction,CMPUT 302,University of Alberta,"A complementary course to introductory software engineering focused on a user-centered approach to software design. The main themes are how humans interact with physical and information environments, and how to design software with human’s information needs and their cognitive capacities in mind. Topics include the user-centered design cycle and evaluation methods for discovering usability problems in interface design.",https://www.ualberta.ca/computing-science/undergraduate-studies/course-directory/courses/introduction-to-human-computer-interaction,CMPUT 301,False,"10/06/2019, 00:00:00",Carrie Demmans Epp,Students will understand how human-perception relates to user interface design through their application of design principles and analysis of user interfacesStudents will be able to design system features that support user comprehension of complex information or tasks.Students will be able to decompose interactions into their constituent physical and cognitive elements to improve existing systems or features.Students will learn to select appropriate prototyping methods for their projects.Students will learn how to select usability evaluation methods based on the evaluation’s goal and the population who is meant to use the system.,,"1: Introductions and Overview, Project Management and Team Work, History;2: Design;3: Statistics;4: Evaluation, Ethics;5: Vision, Visual Interaction;6: Auditory Perception;7: Psychophysics, Haptic Perception;8: Haptic Interaction, Touch Interfaces;9: Motion Tracking, Gesture Recognition, 3D Interaction;10: Tangible Interfaces, Ubiquitous Computing, Affective Computing;11: Virtual Reality, Augmented Reality;12: HCI Standards, Brain-Computer Interfaces, Future of HCI"
56,EAVd1CbfWC,Human-Computer Interaction,CS4HC3,McMaster University,"Design of user interfaces. Principles of good interface design. Human input. Displaying complex data using graphics and virtual reality. Modes and mode awareness problem. Health issues, information overload. Special purpose graphics hardware. Interface design tools; on-line help systems.",http://www.cas.mcmaster.ca/~se4d03/index.html,COMPSCI 3MH3 or 3SH3,False,"10/06/2010, 00:00:00","Dr.Skip Poehlman, P.Eng.",assignmentsmidtermfinal,,
57,o7XGZVnMmi,"Human-Computer Interaction Models, Theories and Frameworks",CSI 5167,Ottawa University,"A basis for graduate study in HCI with an emphasis on the application of theory to user interface design. Review of main theories of human behaviour relevant to HCI, including especially Cognitive Dimensions of Notations Framework, Mental Models, Distributed Cognition, and Activity Theory, and their application to design and development of interactive systems. This course is equivalent to COMP 5210 at Carleton University.",,,False,"10/06/2000, 00:00:00",nan,,,
58,vB6QjidS3P,A Human Computer Interaction & Design,IMD 3004,Carleton University,"Introduction to concepts centered on Human-Computer Interaction from hardware and software
 perspectives. Topics include design principles, usability principles and engineering, solving user-centered
problems, device interaction, and graphical user interface design (2D and 3D interfaces).",,,False,"10/06/2013, 00:00:00",Audrey Girouard,"Describe a typical process used to understand people and contexts, enumerate tasks and requirements, and to evaluate the success of implemented interfaces.Critique interactive interface design using well-founded theoretical explanations.Recognize the impact of human-computer interaction in everyday life situations.Implement universal design techniques and apply standards for universal accessibility.Apply principles of good interface design in the creation of small scale systems.Work in small teams on a multi-step project.Write and speak clearly about issues and challenges in hardware and software interface design, specific challenges uncovered during their term project.Apply general mathematical models in the assessment of interaction technique efficiency and effectiveness.",Assignments:: 0.5;Midterm:: 0.2;Final:: 0.25;Participation:: 0.05;Project: 0.45,"1: Introduction to HCI;2: Design Conceptrs, History of HCI;3: Usability, Design Process;4: Task Analysis;5: Mental Models & Prototyping;6: Evaluation 1;7: Interface Types;8: Midterm;9: Evaluation 2;10: Evaluation 3 & Visual Design;11: Visualization;12: Next Generation of user interfaces & review;13: Presentations"
59,TA3y03XgY4,Human-Computer Interaction,COMP 3008,Carleton University,"Fundamentals of the underlying theories, design principles, development and evaluation practices of human-computer interaction (HCI). Topics may include: theories of interaction, user interface frameworks, desktop, web, mobile, and immersive applications, usability inspection and testing methods, and qualitative and quantitative approaches to HCI research.",,"one of COMP 2404, SYSC 3010, SYSC 3110 and COMP 2406.",False,"10/06/2019, 00:00:00",nan,,,
60,SB97YbAxx0,User Interface Design,SOEN 357,Concordia University,The human side: I/O; memory; and information processing. Interaction: mental models; human error; interaction frameworks and paradigms. Direct manipulation. User interface design: principles; standards; and guidelines. User‑centred design: standards and design rationale; heuristic evaluation; iterative design; and prototyping. Task‑centred design. Rationalized design: usability engineering; dialogue notations; user models; diagrammatic notations; and textual notations. Evaluation: with the user; without the user; quantitative; and qualitative. Implementation support. Help and documentation. Lectures: three hours per week. Tutorial: one hour per week.,,SOEN 341,False,"10/06/2000, 00:00:00",nan,,,
61,z7hMW8oOGN,Human-Computer Interaction,CISC 325,Queen's University,"Developing usable software requires that human factors be considered throughout the design and development process. This course introduces a series of techniques for developing and evaluating usable software, and shows how these techniques can be integrated into a process for software development.",,"CISC-124/3.0, CISC-235/3.0",False,"10/06/2007, 00:00:00",Nick Graham,"This introductory course on Human Computer Interaction provides students an opportunity to explore the techniques necessary to design, build and evaluate effective user interfaces. Students examine the physical, psychological, and behavioural characteristics of the user, and then examine their impact on system performance. The course also presents a formal design process that places the user's needs at the forefront. Processes for brainstorming, early design, interface construction, and interface evaluation are presented.",,
62,7DiAboIv5N,Human-Computer Interaction I,CPSC 481,University of Calgary,"Fundamental theory and practice of the design, implementation, and evaluation of human-computer interfaces. Topics include: principles of design; methods for evaluating interfaces with or without user involvement; techniques for prototyping and implementing graphical user interfaces.
This course may not be repeated for credit.",https://silvadasilva.github.io/CPSC481-2019W/en/#!index.md,"One of Software Engineering 300, 301 or Data Science 311.",False,"10/06/2014, 00:00:00",Tiago Da Silva (tiago.dasilva@ucalgary.ca),"Course Outcomes:Explain and reason with core concepts from human-computer interaction, design, psychology and cognitive science– such as affordances, signifiers, and “Recognition vs. Recall” – and describe existing interfaces based on these principles.Understand and apply specific user-centered design methods (for user research, ideation, prototyping and evaluation) to design problems and situations (e.g. task and goal centered system design, IDEO Method Cards).Generate design ideas grounded in user research, and rationalize the connection from a design concept back to observations of people’s real-world behavior.Prototype user interfaces using low-level (e.g., paper prototyping, pictives, storyboarding), mid-level (e.g., wire framing) and high-fidelity techniques (e.g., C#).Constructively evaluate and critique interfaces (e.g., via usability walkthroughs and design heuristics), identifying effective design elements, design weaknesses that require revision, and opportunities for improvement.Demonstrate design communication skills to present user research and design concepts to elicit criticism and feedback — including hand sketching, prototyping, personas, scenarios, as well as verbal, written, and video presentation.",Assignments: 0.12;Participation: 0.08;Project: 0.35;Midterm: 0.15;Final Exam: 0.3,"1: Introduction, Good interfaces, user centered design;2: Heuristic evaluation, user-centered design;3: Investigation, IDEO methods: look, ask, learn, try;4: Ideation, task-centered system design, task-centered system design: walkthrough;5: Sketching, sketching user experiences: the workbook, prototyping;6: Review, midterm;7: Design of everyday things, Design of everyday things, Design of everyday things, Design of everyday things;8: Information representation, introduction to usability evaluation;9: Visual design, usability evaluation, inspection evalation;10: Invited talks;11: Usability testing, Usability testing;12: Principles, guidelines, patterns, patterns presentations;13: Information visualization"
63,tpqPP5LIHP,Human-Computer Interaction II,CPSC 581,University of Calgary,"Intermediate and advanced topics and applications in human-computer interaction, to further one's skills for designing highly interactive human-computer interfaces.",https://pages.cpsc.ucalgary.ca/~sonny.chan/cpsc581/,CPSC 481 and consent of the Department.,False,"10/06/2015, 00:00:00",Sonny Chan and David Ledo,"This second undergraduate course in Human Computer Interaction concentrates on having students acquire skills in creative aspects of Interaction Design. It is an unusual course for computer science as it somewhat follows the structure of a design studio: students mostly learn by doing rather than by listening to lectures.Course outcomes:By the end of the course, students should be able to summarize the key stages of the design processBy the end of the course, students should be able to explain the purpose and importance of sketching in the design process.By the end of the course, students should be able to explore, refine, and communicate design ideas through use of sketching.By the end of the course, students should be able to apply design thinking to sketch and prototype solutions to a variety of real-world problems. By the end of the course, students should be able to debate the merits and limitations of alternative existing designs that address a given problemBy the end of the course, students should be able to demonstrate the ability to strengthen a peer’s design ideas through design critiqueBy the end of the course, students should be able to prepare an online portfolio that records and presents their work in an appealing manner.",Project: 0.6;Participation and Exercises: 0.15;Sketchbook: 0.15;Final Portfolio: 0.1,"1: Introduction, Motivating sketching practice, the sketchbook, Design boot camp;2: Descending the design funnel, web portfolios, WPF application programming;3: The review, design critique, Design exercise;4: sketching workshop, Radical participation briefing, design critique: touch technique, camera sampling, windows phone programming;5: Camera sampling exercise, design critique: sensor technique, Guest lecture, window phone sensors;6: Design critique: touch & sensor refinements, Input technologies and techniques;7: Design critique: breadth exploration, Physical Setching, phidgets programming;8: Design critique: physical sketches, Templates, photo tracing, design critique: depth exploration, storyboards, network programming;9: Personas, ubiquitous computing and proxemics, prototype critique;10: Principles of graphic design, design critique, microsoft Kinect programming;11: persona Presentations, design critique;12: Typefaces, typography;13: Review"
64,8HKIYAUjsn,Human Computer Interaction,SENG 310,University of Victoria,"Understanding human behaviour as it applies to user interfaces: work activity analysis, observational techniques, questionnaire administration and unobtrusive measures. Operating parameters of the human cognitive system, task analysis and cognitive modelling techniques and their application to designing interfaces. Interaction design principles and prototyping techniques. Evaluation techniques including cognitive walkthroughs, usability studies and verbal protocol analysis are used to evaluate interface design. Case studies of specific user interfaces.",https://heat.csc.uvic.ca/coview/course/2019051/SENG310,"One of SENG 221, SENG 265, CENG 241, ECE 241.",False,"10/06/2019, 00:00:00",Charles Perin,"Establish target users, functional requirements, and interface requirements for a given computerized applicationDescribe and explain user interface design principles, and apply them to designing an interfaceDevelop preliminary interface designs using rapid prototyping methodsEvaluate user interface qualityDevelop user studies and analyze study data to gain information about users, tasks, and interface designsChoose appropriate HCI methods for specified goals and justify the choices madeUnderstand emerging topics in HCI research",project: 0.4;Assignments: 0.2;In class/lab activities: 0.1;Midterm Exams: 0.3,
65,CWShYFzIk9,Advanced Methods for Human Computer Interaction,SENG 411,University of Victoria,"Laboratory course building on the interaction design process. Theory and application of advanced methods for design and evaluation, including interface prototyping and design techniques; experiments and observational studies both in the laboratory and in the field; methods for statistical and qualitative analysis. Advanced topics: underlying models of human computer interaction; new trends in interaction design; and research frontiers. Students undertake a major team project.",https://web.uvic.ca/calendar2019-05/CDs/SENG/411.html,"SENG 310; and one of STAT 252, STAT 254, STAT 255, STAT 260",False,"10/06/2011, 00:00:00",Melanie Tory,,,"1: Field Studies, Observation, Qualitative analysis, participatory design laboratory experiments and statistical analysis, prototyping methods, eyetracking, log analysis;2: Participatory Design, ethnography, interation analysis, Foci, How people organize their desk(paper), An evaluation of a multiple interface design solution for bloated software;3: Roles of video in HCI part I, including prototyping, using video to prototype user interfaces;4: Roles of video in HCI part II;5: Experiments;6: Guest lecture:"
66,FqdCayUwFm,HUMAN-COMPUTER INTERACTION,Computer Science 4474A/B,Western University,"Exposure to topics in human-computer interaction, including: frameworks for human-computer interaction; requirements gathering; rapid prototyping; user interface systems and tool kits.",http://www.csd.uwo.ca/misc/outlines/2018/2018-cs4474-b.pdf,Computer Science 3307A/B/Y,False,"10/06/2018, 00:00:00",Dr. Kamran Sedig,"To identify and describe HCI concepts/terminology/issues used in the design and evaluation of interactive
computing systems
To design human-centered software, consciously incorporating and applying HCI principles in the design process
To evaluate the effectiveness of a piece of software in the light of the discussed HCI principles
To think deeply about users’ needs and distinguish the differences between system-centered design and humancentered design",Project: 0.37;Reading Assignments: 0.09;Design Studio activities: 0.24;Final: 0.3,
67,8rk1eBD0mY,Human-Computer Interaction 1,COMP 3020,University of Manitoba,"human factors and usability, user-centered design, prototyping, usability evaluation.",https://www.cs.umanitoba.ca/~comp3020/,"one of COMP 2140 or COMP 2061 (C). A course in cognitive psychology, such as PSYC 2480, is recommended",False,"10/06/2019, 00:00:00",Pourang Irani,,Assignments:: 0.3;Midterm:: 0.15;Final:: 0.5;Participation:: 0.05,"1: Introduction;2: Paradigms & History, Foundations (H);3: Usability Goals & Principles;4: Identifying Users, Requirements Gathering;5: Observations (in-class), Scenarios and Tasks, Prototyping;6: Sketching Workshop;7: Case Study, Layout, Layout/Midterm Review;8: Layout, Event Handling, Midterm;9: Input;10: Drawing/Visualization;11: Evaluation, Analytical (Cognitive Walkthrough), Heuristic Evaluation;12: Observing Users;13: Questionnaires/Interviews"
68,xAhoHedYeR,Human-Computer Interaction 2,COMP 4020,University of Manitoba,Advanced issues in the field of human-computer interaction. Topics will be selected from current research and development issues in the field of HCI.,https://www.cs.umanitoba.ca/~comp4020/,COMP 3020 (C). A course in cognitive psychology such as PSYC 2480 is recommended,False,"10/06/2017, 00:00:00",Andrea Bunt,,Assignments:: 0.05;Attendance and Participation:: 0.1;Project:: 0.45;Discretionary / Peer review:: 0.05;Final exam:: 0.35,"1: introduction;2: Field Studies;3: Field Studies;4: Field Studies;5: Prototyping: Sketching and Toolkits;6: Motor Processing;7: Design Reviews / Project Time;8: Experiments;9: Experiments;10: Experiments: Data analysis, Topics: Designing for Mobile Devices;11: Topics: Crowdsourcing;12: Topics: Ubiquitous Computing;13: Project Presentations"
69,BamEbxejtN,Human-Computer Interaction,LE/EECS 4441,York University,"Introduces the concepts and technology necessary to design, manage and implement interactive software. Students work in small groups and learn how to design user interfaces, how to realize them and how to evaluate the end result. Both design and evaluation are emphasized.",https://www.eecs.yorku.ca/course_archive/2018-19/F/4441/,"cumulative GPA of 4.50 or better over all major EECS courses (without second digit ""5""); LE/EECS 2030 3.00 or LE/EECS 1030 3.00; LE/EECS 3461 3.00. Previously offered as: LE/CSE 4441 3.00",False,"10/06/2018, 00:00:00",Scott MacKenzie,,Assignments:: 0.1;Project proposal: 0.1;Project report: 0.4;Midterm: 0.2;Final exam:: 0.2,"1: Historical Perspective;2: The human factor;3: The human factor;4: The human factor, Edinburg Handedness Inventory;5: The human factor, Interaction elements;6: linear regression;7: Interaction elements;8: Interaction elements;9: scientific foundation;10: experiment, scientific experiment;11: hypotesis testing;12: Modeling Interaction;13: Writing and publishing research paper"
70,fDLbxitgHq,HUMAN-COMPUTER INTERFACE DESIGN,CS/IT 321,University of Prince Edward Island,"Fundamental theory and practice in the design, implementation, and evaluation of human-
computer interfaces. Topics include: principles of design, methods for evaluating interfaces with or
without user involvement, techniques for prototyping and implementing graphical user interfaces.",,CS 1920,False,"10/06/2019, 00:00:00","Scott Bateman, PhD",,Assignments:: 0.15;Midterm:: 0.15;Final:: 0.35;Participation:: 0.1;Project: 0.25,
71,UnOoAaMTRz,HUMAN-COMPUTER INTERACTION,CSCI 6420U,University of Ontario Institute of Technology,"This course is about the human side of computing: human-computer interaction. The focus of
the course is on the design and evaluation of usable and useful interactive computational
interfaces which enhance and support the cognitive, communicative, and creative capacities of
people. The course introduces research methods used to gain holistic and in-depth knowledge
about tasks, mental models, and contexts, in order to design interfaces which are responsive
and supportive. The course will discuss the economic, safety, and productivity consequences of
poorly designed interaction techniques and interfaces. Building on design thinking developed
through case studies and critique exercises, the course will also introduce several interface
implementation technologies and standards, across a variety of computing modalities and
contexts, including desktop, web, mobile, gesture, virtual reality, and multi-touch hardware. Basic knowledge of HTML and Java is assumed. Classes will consist of lectures based on the course readings, relevant videos, and discussions of late-breaking research. Lab sessions will
review the data gathering methods, programming techniques, experimental methodologies, and
algorithms needed to complete the assignments, as well as allow students time to work with
specialized hardware required for some assignments.",,,False,"10/06/2014, 00:00:00",Dr. Christopher Collins,"Describe a typical process used to understand people and contexts, enumerate tasks and requirements, and to evaluate the success of implemented interfaces.Critique interactive interface design using well-founded theoretical explanations.Recognize the impact of human-computer interaction in everyday life situations.Implement universal design techniques and apply standards for universal accessibility.Apply principles of good interface design in the creation of small scale systems.Work in small teams on a multi-step project.Write and speak clearly about issues and challenges in hardware and software interface design, specific challenges uncovered during their term project.Apply general mathematical models in the assessment of interaction technique efficiency and effectiveness.",Assignments:: 0.3;Midterm:: 0.2;Final:: 0.22;Participation:: 0.03;Project: 0.45,
